80.56,83.91,79.05,74.96,87.37,470.01,78.84,76.97,142.01,70.83,84.82,1000.00,329.76,71.97,82.50,80.44,87.45,83.51,65.12,322.94,73.72,198.80,915.81,155.90,173.14,170.64,1000.00,81.50,71.88,112.03,88.45,79.72,41.10,85.50,991.31,153.54,15.26,126.27,82.59,79.47,1000.00,89.27,4,58.00
80.56,83.91,79.05,74.96,87.37,470.01,78.84,76.97,142.01,70.83,84.82,1000.00,329.76,71.97,82.50,80.44,87.45,83.51,65.12,322.94,73.72,198.80,915.81,155.90,173.14,170.64,1000.00,81.50,71.88,112.03,88.45,79.72,41.10,85.50,991.31,153.54,15.26,126.27,82.59,79.47,1000.00,89.27,4,58.00
80.56,83.91,79.05,74.96,87.37,470.01,78.84,76.97,142.01,70.83,84.82,1000.00,329.76,71.97,82.50,80.44,87.45,83.51,65.12,322.94,73.72,198.80,915.81,155.90,173.14,170.64,1000.00,81.50,71.88,112.03,88.45,79.72,41.10,85.50,991.31,153.54,15.26,126.27,82.59,79.47,1000.00,89.27,4,58.00
80.56,83.91,79.05,74.96,87.37,470.01,78.84,76.97,142.01,70.83,84.82,1000.00,329.76,71.97,82.50,80.44,87.45,83.51,65.12,322.94,73.72,198.80,915.81,155.90,173.14,170.64,1000.00,81.50,71.88,112.03,88.45,79.72,41.10,85.50,991.31,153.54,15.26,126.27,82.59,79.47,1000.00,89.27,4,58.00
80.56,83.91,79.05,74.96,87.37,470.01,78.84,76.97,142.01,70.83,84.82,1000.00,329.76,71.97,82.50,80.44,87.45,83.51,65.12,322.94,73.72,198.80,915.81,155.90,173.14,170.64,1000.00,81.50,71.88,112.03,88.45,79.72,41.10,85.50,991.31,153.54,15.26,126.27,82.59,79.47,1000.00,89.27,4,58.00
80.56,83.91,79.05,74.96,87.37,470.01,78.84,76.97,142.01,70.83,84.82,1000.00,329.76,71.97,82.50,80.44,87.45,83.51,65.12,322.94,73.72,198.80,915.81,155.90,173.14,170.64,1000.00,81.50,71.88,112.03,88.45,79.72,41.10,85.50,991.31,153.54,15.26,126.27,82.59,79.47,1000.00,89.27,4,58.00
79.43,82.70,69.53,61.77,85.10,244.95,66.21,69.12,121.48,68.14,82.91,945.52,185.10,76.87,79.47,75.50,82.91,84.07,63.49,193.64,70.61,150.89,313.35,130.02,153.44,150.14,583.43,78.46,68.15,105.96,81.79,75.68,33.22,75.00,322.15,130.08,11.01,112.93,80.60,77.21,416.01,84.24,4,58.00
79.43,82.70,69.53,61.77,85.10,244.95,66.21,69.12,121.48,68.14,82.91,945.52,185.10,76.87,79.47,75.50,82.91,84.07,63.49,193.64,70.61,150.89,313.35,130.02,153.44,150.14,583.43,78.46,68.15,105.96,81.79,75.68,33.22,75.00,322.15,130.08,11.01,112.93,80.60,77.21,416.01,84.24,4,58.00
79.43,82.70,69.53,61.77,85.10,244.95,66.21,69.12,121.48,68.14,82.91,945.52,185.10,76.87,79.47,75.50,82.91,84.07,63.49,193.64,70.61,150.89,313.35,130.02,153.44,150.14,583.43,78.46,68.15,105.96,81.79,75.68,33.22,75.00,322.15,130.08,11.01,112.93,80.60,77.21,416.01,84.24,4,58.00
79.43,82.70,69.53,61.77,85.10,244.95,66.21,69.12,121.48,68.14,82.91,945.52,185.10,76.87,79.47,75.50,82.91,84.07,63.49,193.64,70.61,150.89,313.35,130.02,153.44,150.14,583.43,78.46,68.15,105.96,81.79,75.68,33.22,75.00,322.15,130.08,11.01,112.93,80.60,77.21,416.01,84.24,4,58.00
79.43,82.70,69.53,61.77,85.10,244.95,66.21,69.12,121.48,68.14,82.91,945.52,185.10,76.87,79.47,75.50,82.91,84.07,63.49,193.64,70.61,150.89,313.35,130.02,153.44,150.14,583.43,78.46,68.15,105.96,81.79,75.68,33.22,75.00,322.15,130.08,11.01,112.93,80.60,77.21,416.01,84.24,4,58.00
